,Q1,,q1,q2,q3,q4,setA,setB,SetN,Active,,,Set A,Set B
1143,0,2,F,T,F,F,F,F,T,,N,N,,
1144,0,2,F,T,F,F,F,F,T,,N,N,,
1145,0,2,F,T,F,F,F,F,T,,N,N,,
1146,0,2,F,T,F,F,F,F,T,,N,N,,
1147,0,2,F,T,F,F,F,F,T,,N,N,,
1148,0,2,F,T,F,F,F,F,T,,N,N,,
1149,0,2,F,T,F,F,F,F,T,,N,N,,
1150,0,2,F,T,F,F,F,F,T,,N,N,,
1151,0,2,F,T,F,F,F,F,T,,N,N,,
1152,0,2,F,T,F,F,F,F,T,,N,N,,
1153,0,2,F,T,F,F,F,F,T,,N,N,,
1154,0,2,F,T,F,F,F,F,T,,N,N,,
1155,0,2,F,T,F,F,F,T,F,,N,Y,,
1156,0,2,F,T,F,F,F,F,T,,N,N,,
1157,0,2,F,T,F,F,F,F,T,,N,N,,
1158,0,2,F,T,F,F,F,F,T,,N,N,,
1159,0,2,F,T,F,F,F,T,F,,N,Y,,
1161,0,2,F,T,F,F,F,F,T,,N,N,,
1162,0,2,F,T,F,F,F,F,T,,N,N,,
1163,0,2,F,T,F,F,F,F,T,,N,N,,
1164,0,2,F,T,F,F,F,F,T,,N,N,,
1165,0,2,F,T,F,F,F,F,T,,N,N,,
1166,0,2,F,T,F,F,F,F,T,,N,N,,
1167,0,2,F,T,F,F,F,F,T,,N,N,,
1168,0,2,F,T,F,F,F,F,T,,N,N,,
1169,0,2,F,T,F,F,F,F,T,,N,N,,
1170,0,2,F,T,F,F,F,F,T,,N,N,,
1171,0,2,F,T,F,F,F,F,T,,N,N,,
1172,0,2,F,T,F,F,F,F,T,,N,N,,
1173,0,2,F,T,F,F,F,F,T,,N,N,,
1174,0,2,F,T,F,F,F,F,T,,N,N,,
1175,0,2,F,T,F,F,F,F,T,,N,N,,
1176,0,2,F,T,F,F,F,F,T,,N,N,,
1178,0,2,F,T,F,F,F,F,T,,N,N,,
1180,0,2,F,T,F,F,F,T,F,,N,Y,,
1181,0,2,F,T,F,F,F,F,T,,N,N,,
1182,0,2,F,T,F,F,F,F,T,,N,N,,
1183,0,2,F,T,F,F,F,F,T,,N,N,,
1184,0,2,F,T,F,F,F,F,T,,N,N,,
1186,0,2,F,T,F,F,F,F,T,,N,N,,
1187,0,2,F,T,F,F,F,F,T,,N,N,,
1188,0,2,F,T,F,F,F,F,T,,N,N,,
1189,0,2,F,T,F,F,F,F,T,,N,N,,
1191,0,2,F,T,F,F,F,F,T,,N,N,,
1195,0,2,F,T,F,F,F,F,T,,N,N,,
1196,0,2,F,T,F,F,F,F,T,,N,N,,
1197,0,2,F,T,F,F,F,F,T,,N,N,,
1198,0,2,F,T,F,F,F,F,T,,N,N,,
1199,0,2,F,T,F,F,F,F,T,,N,N,,
1200,0,2,F,T,F,F,F,F,T,,N,N,,
1201,0,2,F,T,F,F,F,F,T,,N,N,,
1202,0,2,F,T,F,F,F,F,T,,N,N,,
1203,0,2,F,T,F,F,F,F,T,,N,N,,
1204,0,2,F,T,F,F,F,F,T,,N,N,,
1205,0,2,F,T,F,F,F,F,T,,N,N,,
1206,0,2,F,T,F,F,F,F,T,,N,N,,
1208,0,2,F,T,F,F,F,F,T,,N,N,,
1209,0,2,F,T,F,F,F,F,T,,N,N,,
1210,0,2,F,T,F,F,F,F,T,,N,N,,
1213,0,2,F,T,F,F,F,F,T,,N,N,,
1214,0,2,F,T,F,F,F,F,T,,N,N,,
1215,0,2,F,T,F,F,F,F,T,,N,N,,
1216,0,2,F,T,F,F,F,F,T,,N,N,,
1219,0,2,F,T,F,F,F,F,T,,N,N,,
1220,0,2,F,T,F,F,F,F,T,,N,N,,
1221,0,2,F,T,F,F,F,F,T,,N,N,,
1223,0,2,F,T,F,F,F,F,T,,N,N,,
1226,0,2,F,T,F,F,F,F,T,,N,N,,
1228,0,2,F,T,F,F,F,F,T,,N,N,,
1229,0,2,F,T,F,F,F,F,T,,N,N,,
1230,0,2,F,T,F,F,F,F,T,,N,N,,
1232,0,2,F,T,F,F,F,F,T,,N,N,,
1233,0,2,F,T,F,F,F,F,T,,N,N,,
1236,0,2,F,T,F,F,F,F,T,,N,N,,
1237,0,2,F,T,F,F,F,F,T,,N,N,,
1238,0,2,F,T,F,F,F,F,T,,N,N,,
1239,0,2,F,T,F,F,F,F,T,,N,N,,
1243,0,2,F,T,F,F,F,F,T,,N,N,,
1245,0,2,F,T,F,F,F,F,T,,N,N,,
1246,0,2,F,T,F,F,F,F,T,,N,N,,
8,3,3,F,F,T,F,F,F,T,,N,N,,
18,1,3,F,F,T,F,F,F,T,,N,N,,
21,3,3,F,F,T,F,F,F,T,,N,N,,
24,1,3,F,F,T,F,F,F,T,,N,N,,
25,1,3,F,F,T,F,F,F,T,,N,N,,
26,4,3,F,F,T,F,F,F,T,,N,N,,
27,0,3,F,F,T,F,F,F,T,,N,N,,
28,1,3,F,F,T,F,F,F,T,,N,N,,
29,0,3,F,F,T,F,F,F,T,,N,N,,
30,3,3,F,F,T,F,F,F,T,,N,N,,
31,2,3,F,F,T,F,F,F,T,,N,N,,
32,0,3,F,F,T,F,F,F,T,,N,N,,
33,1,3,F,F,T,F,F,F,T,,N,N,,
34,1,3,F,F,T,F,F,F,T,,N,N,,
36,1,3,F,F,T,F,F,F,T,,N,N,,
43,0,3,F,F,T,F,F,T,F,,N,N,,
44,0,3,F,F,T,F,T,F,F,,Y,N,,
45,0,3,F,F,T,F,T,F,F,,Y,N,,
46,0,3,F,F,T,F,F,T,F,,N,N,,
47,0,3,F,F,T,F,F,T,F,,N,N,,
48,0,3,F,F,T,F,T,F,F,,Y,N,,
49,4,3,F,F,T,F,F,F,T,,N,N,,
50,3,3,F,F,T,F,F,F,T,,N,N,,
56,0,3,F,F,T,F,F,F,T,,N,N,,
57,0,3,F,F,T,F,F,F,T,,N,N,,
58,1,3,F,F,T,F,F,F,T,,N,N,,
59,1,3,F,F,T,F,F,F,T,,N,N,,
60,1,3,F,F,T,F,F,F,T,,N,N,,
63,0,3,F,F,T,F,F,F,T,,N,N,,
64,3,3,F,F,T,F,F,F,T,,N,N,,
65,2,3,F,F,T,F,F,F,T,,N,N,,
66,1,3,F,F,T,F,F,F,T,,N,N,,
68,1,3,F,F,T,F,F,F,T,,N,N,,
69,0,3,F,F,T,F,F,F,T,,N,N,,
70,0,3,F,F,T,F,F,F,T,,N,N,,
71,0,3,F,F,T,F,F,F,T,,N,N,,
76,0,3,F,F,T,F,T,F,F,,Y,N,,
84,0,3,F,F,T,F,F,T,F,,N,N,,
102,0,3,F,F,T,F,F,T,F,,N,N,,
103,0,3,F,F,T,F,T,F,F,,Y,N,,
105,16,3,F,F,T,F,F,F,T,,N,N,,
107,0,3,F,F,T,F,F,F,T,,N,N,,
123,14,3,F,F,T,F,T,F,F,,Y,N,,
124,0,3,F,F,T,F,F,F,T,,N,N,,
125,0,3,F,F,T,F,F,F,T,,N,N,,
128,0,3,F,F,T,F,T,F,F,,Y,N,,
129,0,3,F,F,T,F,T,F,F,,Y,N,,
130,1,3,F,F,T,F,F,T,F,,N,N,,
132,2,3,F,F,T,F,F,F,T,,N,N,,
133,7,3,F,F,T,F,F,F,T,,N,N,,
134,0,3,F,F,T,F,F,F,T,,N,N,,
135,1,3,F,F,T,F,F,F,T,,N,N,,
136,1,3,F,F,T,F,F,F,T,,N,N,,
137,2,3,F,F,T,F,F,F,T,,N,N,,
138,0,3,F,F,T,F,T,F,F,,Y,N,,
139,0,3,F,F,T,F,F,T,F,,N,N,,
140,18,3,F,F,T,F,T,F,F,,Y,N,,
141,3,3,F,F,T,F,F,F,T,,N,N,,
144,0,3,F,F,T,F,T,F,F,,Y,N,,
145,0,3,F,F,T,F,F,T,F,,N,N,,
146,12,3,F,F,T,F,F,F,T,,N,N,,
147,0,3,F,F,T,F,F,F,T,,N,N,,
148,0,3,F,F,T,F,F,F,T,,N,N,,
151,8,3,F,F,T,F,F,F,T,,N,N,,
152,0,3,F,F,T,F,F,F,T,,N,N,,
154,0,3,F,F,T,F,T,F,F,,Y,N,,
156,2,3,F,F,T,F,F,F,T,,N,N,,
158,22,3,F,F,T,F,T,F,F,,Y,N,,
161,2,3,F,F,T,F,F,F,T,,N,N,,
162,0,3,F,F,T,F,F,F,T,,N,N,,
167,0,3,F,F,T,F,F,F,T,,N,N,,
170,1,3,F,F,T,F,F,F,T,,N,N,,
171,2,3,F,F,T,F,F,F,T,,N,N,,
172,0,3,F,F,T,F,F,T,F,,N,N,,
173,0,3,F,F,T,F,T,F,F,,Y,N,,
175,0,3,F,F,T,F,T,F,F,,Y,N,,
176,2,3,F,F,T,F,F,F,T,,N,N,,
177,0,3,F,F,T,F,F,F,T,,N,N,,
178,2,3,F,F,T,F,F,F,T,,N,N,,
179,0,3,F,F,T,F,T,F,F,,Y,N,,
180,0,3,F,F,T,F,F,F,T,,N,N,,
181,8,3,F,F,T,F,F,F,T,,N,N,,
182,7,3,F,F,T,F,F,F,T,,N,N,,
183,0,3,F,F,T,F,F,T,F,,N,N,,
184,14,3,F,F,T,F,T,F,F,,Y,N,,
188,1,3,F,F,T,F,F,T,F,,N,N,,
189,0,3,F,F,T,F,F,T,F,,N,N,,
190,0,3,F,F,T,F,F,T,F,,N,N,,
191,0,3,F,F,T,F,T,F,F,,Y,N,,
192,0,3,F,F,T,F,F,T,F,,N,N,,
193,0,3,F,F,T,F,T,F,F,,Y,N,,
194,0,3,F,F,T,F,F,T,F,,N,N,,
195,0,3,F,F,T,F,T,F,F,,Y,N,,
197,1,3,F,F,T,F,T,F,F,,Y,N,,
198,1,3,F,F,T,F,F,F,T,,N,N,,
199,1,3,F,F,T,F,F,T,F,,N,N,,
200,1,3,F,F,T,F,F,F,T,,N,N,,
201,5,3,F,F,T,F,T,F,F,,Y,N,,
204,0,3,F,F,T,F,T,F,F,,Y,N,,
205,0,3,F,F,T,F,F,T,F,,N,N,,
207,0,3,F,F,T,F,F,T,F,,N,N,,
208,44,3,F,F,T,F,T,F,F,,Y,N,,
209,6,3,F,F,T,F,F,T,F,,N,N,,
212,1,3,F,F,T,F,F,T,F,,N,N,,
213,0,3,F,F,T,F,F,T,F,,N,N,,
214,0,3,F,F,T,F,F,F,T,,N,N,,
215,0,3,F,F,T,F,F,F,T,,N,N,,
216,28,3,F,F,T,F,T,F,F,,Y,N,,
217,4,3,F,F,T,F,F,T,F,,N,N,,
220,0,3,F,F,T,F,F,T,F,,N,N,,
224,0,3,F,F,T,F,T,F,F,,Y,N,,
225,0,3,F,F,T,F,F,F,T,,N,N,,
226,0,3,F,F,T,F,F,F,T,,N,N,,
227,0,3,F,F,T,F,F,F,T,,N,N,,
228,0,3,F,F,T,F,F,F,T,,N,N,,
229,0,3,F,F,T,F,T,F,F,,Y,N,,
230,44,3,F,F,T,F,T,F,F,,Y,N,,
231,0,3,F,F,T,F,F,F,T,,N,N,,
253,49,3,F,F,T,F,T,F,F,,Y,N,,
254,1,3,F,F,T,F,F,T,F,,N,N,,
257,1,3,F,F,T,F,F,T,F,,N,N,,
287,0,3,F,F,T,F,F,F,T,,N,N,,
290,0,3,F,F,T,F,F,F,T,,N,N,,
291,0,3,F,F,T,F,F,F,T,,N,N,,
292,0,3,F,F,T,F,F,F,T,,N,N,,
293,0,3,F,F,T,F,F,F,T,,N,N,,
294,0,3,F,F,T,F,F,F,T,,N,N,,
295,0,3,F,F,T,F,F,F,T,,N,N,,
296,0,3,F,F,T,F,F,F,T,,N,N,,
297,0,3,F,F,T,F,F,F,T,,N,N,,
298,0,3,F,F,T,F,F,F,T,,N,N,,
299,0,3,F,F,T,F,F,F,T,,N,N,,
300,0,3,F,F,T,F,F,F,T,,N,N,,
301,0,3,F,F,T,F,F,F,T,,N,N,,
302,3,3,F,F,T,F,F,F,T,,N,N,,
307,3,3,F,F,T,F,F,T,F,,N,N,,
309,36,3,F,F,T,F,T,F,F,,Y,N,,
310,0,3,F,F,T,F,F,F,T,,N,N,,
311,0,3,F,F,T,F,F,F,T,,N,N,,
312,2,3,F,F,T,F,F,F,T,,N,N,,
313,6,3,F,F,T,F,F,F,T,,N,N,,
314,14,3,F,F,T,F,T,F,F,,Y,N,,
315,0,3,F,F,T,F,F,F,T,,N,N,,
316,26,3,F,F,T,F,T,F,F,,Y,N,,
317,0,3,F,F,T,F,F,F,T,,N,N,,
318,6,3,F,F,T,F,F,F,T,,N,N,,
320,14,3,F,F,T,F,F,F,T,,N,N,,
321,0,3,F,F,T,F,T,F,F,,Y,N,,
322,4,3,F,F,T,F,F,F,T,,N,N,,
326,0,3,F,F,T,F,T,F,F,,Y,N,,
327,14,3,F,F,T,F,F,F,T,,N,N,,
328,4,3,F,F,T,F,T,F,F,,Y,N,,
330,3,3,F,F,T,F,F,F,T,,N,N,,
332,2,3,F,F,T,F,F,F,T,,N,N,,
333,13,3,F,F,T,F,T,F,F,,Y,N,,
334,3,3,F,F,T,F,F,T,F,,N,N,,
336,1,3,F,F,T,F,F,F,T,,N,N,,
337,6,3,F,F,T,F,F,T,F,,N,N,,
338,44,3,F,F,T,F,T,F,F,,Y,N,,
341,11,3,F,F,T,F,F,T,F,,N,N,,
342,3,3,F,F,T,F,F,T,F,,N,N,,
343,1,3,F,F,T,F,F,T,F,,N,N,,
345,0,3,F,F,T,F,T,F,F,,Y,N,,
346,0,3,F,F,T,F,F,F,T,,N,N,,
347,0,3,F,F,T,F,T,F,F,,Y,N,,
349,0,3,F,F,T,F,F,T,F,,N,N,,
350,0,3,F,F,T,F,F,F,T,,N,N,,
351,0,3,F,F,T,F,F,F,T,,N,N,,
352,0,3,F,F,T,F,F,T,F,,N,N,,
353,0,3,F,F,T,F,F,F,T,,N,N,,
355,1,3,F,F,T,F,T,F,F,,Y,N,,
357,0,3,F,F,T,F,T,F,F,,Y,N,,
358,1,3,F,F,T,F,T,F,F,,Y,N,,
359,2,3,F,F,T,F,F,T,F,,N,N,,
360,3,3,F,F,T,F,F,T,F,,N,N,,
361,0,3,F,F,T,F,F,T,F,,N,N,,
362,0,3,F,F,T,F,F,F,T,,N,N,,
363,2,3,F,F,T,F,F,F,T,,N,N,,
369,54,3,F,F,T,F,T,F,F,,Y,N,,
370,2,3,F,F,T,F,F,T,F,,N,N,,
372,0,3,F,F,T,F,F,T,F,,N,N,,
374,0,3,F,F,T,F,T,F,F,,Y,N,,
375,45,3,F,F,T,F,F,T,F,,N,N,,
376,1,3,F,F,T,F,T,F,F,,Y,N,,
377,45,3,F,F,T,F,T,F,F,,Y,N,,
379,3,3,F,F,T,F,F,F,T,,N,N,,
382,31,3,F,F,T,F,F,T,F,,N,N,,
384,0,3,F,F,T,F,T,F,F,,Y,N,,
386,0,3,F,F,T,F,T,F,F,,Y,N,,
387,1,3,F,F,T,F,F,F,T,,N,N,,
393,0,3,F,F,T,F,F,T,F,,N,N,,
399,1,3,F,F,T,F,F,T,F,,N,N,,
400,0,3,F,F,T,F,F,F,T,,N,N,,
402,7,3,F,F,T,F,F,F,T,,N,N,,
403,26,3,F,F,T,F,T,F,F,,Y,N,,
404,0,3,F,F,T,F,F,T,F,,N,N,,
405,0,3,F,F,T,F,F,T,F,,N,N,,
406,3,3,F,F,T,F,F,F,T,,N,N,,
409,0,3,F,F,T,F,F,F,T,,N,N,,
410,0,3,F,F,T,F,F,T,F,,N,N,,
411,2,3,F,F,T,F,F,F,T,,N,N,,
413,3,3,F,F,T,F,F,T,F,,N,N,,
414,6,3,F,F,T,F,F,F,T,,N,N,,
416,0,3,F,F,T,F,T,F,F,,Y,N,,
417,0,3,F,F,T,F,F,T,F,,N,N,,
418,0,3,F,F,T,F,T,F,F,,Y,N,,
419,0,3,F,F,T,F,T,F,F,,Y,N,,
420,50,3,F,F,T,F,T,F,F,,Y,N,,
421,6,3,F,F,T,F,F,F,T,,N,N,,
422,1,3,F,F,T,F,F,T,F,,N,N,,
424,2,3,F,F,T,F,F,F,T,,N,N,,
425,0,3,F,F,T,F,T,F,F,,Y,N,,
426,0,3,F,F,T,F,F,T,F,,N,N,,
427,2,3,F,F,T,F,F,F,T,,N,N,,
428,0,3,F,F,T,F,T,F,F,,Y,N,,
431,0,3,F,F,T,F,F,F,T,,N,N,,
435,0,3,F,F,T,F,F,F,T,,N,N,,
436,0,3,F,F,T,F,F,F,T,,N,N,,
437,0,3,F,F,T,F,F,F,T,,N,N,,
438,4,3,F,F,T,F,T,F,F,,Y,N,,
439,2,3,F,F,T,F,F,F,T,,N,N,,
440,0,3,F,F,T,F,F,F,T,,N,N,,
441,0,3,F,F,T,F,F,F,T,,N,N,,
442,1,3,F,F,T,F,F,F,T,,N,N,,
443,1,3,F,F,T,F,F,F,T,,N,N,,
445,2,3,F,F,T,F,F,T,F,,N,N,,
446,12,3,F,F,T,F,F,F,T,,N,N,,
447,294,3,F,F,T,F,T,F,F,,Y,N,,
448,9,3,F,F,T,F,T,F,F,,Y,N,,
449,0,3,F,F,T,F,F,F,T,,N,N,,
450,2,3,F,F,T,F,F,F,T,,N,N,,
451,0,3,F,F,T,F,T,F,F,,Y,N,,
452,189,3,F,F,T,F,T,F,F,,Y,N,,
453,0,3,F,F,T,F,F,F,T,,N,N,,
454,200,3,F,F,T,F,T,F,F,,Y,N,,
455,3,3,F,F,T,F,F,F,T,,N,N,,
456,1,3,F,F,T,F,F,F,T,,N,N,,
459,0,3,F,F,T,F,F,T,F,,N,N,,
465,0,3,F,F,T,F,F,T,F,,N,N,,
466,0,3,F,F,T,F,F,T,F,,N,N,,
467,0,3,F,F,T,F,T,F,F,,Y,N,,
468,0,3,F,F,T,F,T,F,F,,Y,N,,
469,0,3,F,F,T,F,F,T,F,,N,N,,
483,0,3,F,F,T,F,F,F,T,,N,N,,
484,10,3,F,F,T,F,F,F,T,,N,N,,
508,0,3,F,F,T,F,F,F,T,,N,N,,
511,0,3,F,F,T,F,F,T,F,,N,N,,
529,5,3,F,F,T,F,T,F,F,,Y,N,,
531,2,3,F,F,T,F,F,F,T,,N,N,,
532,1,3,F,F,T,F,F,F,T,,N,N,,
533,2,3,F,F,T,F,F,T,F,,N,N,,
534,0,3,F,F,T,F,F,F,T,,N,N,,
535,6,3,F,F,T,F,F,F,T,,N,N,,
540,0,3,F,F,T,F,F,F,T,,N,N,,
541,0,3,F,F,T,F,F,F,T,,N,N,,
547,1,3,F,F,T,F,F,F,T,,N,N,,
548,3,3,F,F,T,F,F,F,T,,N,N,,
549,1,3,F,F,T,F,F,F,T,,N,N,,
551,1,3,F,F,T,F,F,T,F,,N,N,,
552,24,3,F,F,T,F,F,T,F,,N,N,,
553,36,3,F,F,T,F,T,F,F,,Y,N,,
554,0,3,F,F,T,F,F,T,F,,N,N,,
555,1,3,F,F,T,F,F,F,T,,N,N,,
556,20,3,F,F,T,F,F,F,T,,N,N,,
557,2,3,F,F,T,F,F,F,T,,N,N,,
558,0,3,F,F,T,F,F,F,T,,N,N,,
559,1,3,F,F,T,F,F,T,F,,N,N,,
560,1,3,F,F,T,F,F,T,F,,N,N,,
561,6,3,F,F,T,F,T,F,F,,Y,N,,
562,2,3,F,F,T,F,F,T,F,,N,N,,
565,49,3,F,F,T,F,T,F,F,,Y,N,,
566,41,3,F,F,T,F,F,T,F,,N,N,,
568,0,3,F,F,T,F,F,F,T,,N,N,,
577,0,3,F,F,T,F,F,F,T,,N,N,,
579,4,3,F,F,T,F,F,F,T,,N,N,,
580,0,3,F,F,T,F,F,T,F,,N,N,,
581,7,3,F,F,T,F,T,F,F,,Y,N,,
582,5,3,F,F,T,F,F,T,F,,N,N,,
583,0,3,F,F,T,F,T,F,F,,Y,N,,
584,14,3,F,F,T,F,F,T,F,,N,N,,
586,4,3,F,F,T,F,F,F,T,,N,N,,
587,5,3,F,F,T,F,F,T,F,,N,N,,
588,1,3,F,F,T,F,T,F,F,,Y,N,,
607,1,3,F,F,T,F,T,F,F,,Y,N,,
608,1,3,F,F,T,F,F,F,T,,N,N,,
609,22,3,F,F,T,F,T,F,F,,Y,N,,
616,5,3,F,F,T,F,F,T,F,,N,N,,
620,82,3,F,F,T,F,T,F,F,,Y,N,,
622,80,3,F,F,T,F,T,F,F,,Y,N,,
623,4,3,F,F,T,F,F,T,F,,N,N,,
624,1,3,F,F,T,F,F,T,F,,N,N,,
625,0,3,F,F,T,F,T,F,F,,Y,N,,
628,0,3,F,F,T,F,F,T,F,,N,N,,
629,3,3,F,F,T,F,F,F,T,,N,N,,
631,5,3,F,F,T,F,F,F,T,,N,N,,
632,0,3,F,F,T,F,F,T,F,,N,N,,
633,35,3,F,F,T,F,T,F,F,,Y,N,,
634,0,3,F,F,T,F,F,F,T,,N,N,,
635,0,3,F,F,T,F,T,F,F,,Y,N,,
636,1,3,F,F,T,F,F,F,T,,N,N,,
637,9,3,F,F,T,F,F,F,T,,N,N,,
638,3,3,F,F,T,F,F,F,T,,N,N,,
639,4,3,F,F,T,F,F,F,T,,N,N,,
640,0,3,F,F,T,F,F,T,F,,N,N,,
644,8,3,F,F,T,F,T,F,F,,Y,N,,
646,1,3,F,F,T,F,F,F,T,,N,N,,
647,27,3,F,F,T,F,T,F,F,,Y,N,,
649,0,3,F,F,T,F,F,T,F,,N,N,,
650,0,3,F,F,T,F,F,F,T,,N,N,,
651,0,3,F,F,T,F,F,F,T,,N,N,,
653,3,3,F,F,T,F,F,F,T,,N,N,,
654,6,3,F,F,T,F,T,F,F,,Y,N,,
656,0,3,F,F,T,F,F,T,F,,N,N,,
657,3,3,F,F,T,F,F,F,T,,N,N,,
659,0,3,F,F,T,F,F,T,F,,N,N,,
663,6,3,F,F,T,F,T,F,F,,Y,N,,
664,0,3,F,F,T,F,F,T,F,,N,N,,
665,14,3,F,F,T,F,T,F,F,,Y,N,,
666,9,3,F,F,T,F,F,T,F,,N,N,,
668,16,3,F,F,T,F,F,F,T,,N,N,,
670,0,3,F,F,T,F,T,F,F,,Y,N,,
673,0,3,F,F,T,F,F,T,F,,N,N,,
675,0,3,F,F,T,F,F,F,T,,N,N,,
678,2,3,F,F,T,F,F,F,T,,N,N,,
679,0,3,F,F,T,F,T,F,F,,Y,N,,
680,1,3,F,F,T,F,F,F,T,,N,N,,
681,1,3,F,F,T,F,F,T,F,,N,N,,
682,2,3,F,F,T,F,F,F,T,,N,N,,
683,4,3,F,F,T,F,F,F,T,,N,N,,
684,54,3,F,F,T,F,T,F,F,,Y,N,,
686,0,3,F,F,T,F,F,F,T,,N,N,,
688,0,3,F,F,T,F,F,F,T,,N,N,,
689,1,3,F,F,T,F,F,F,T,,N,N,,
690,0,3,F,F,T,F,F,F,T,,N,N,,
691,0,3,F,F,T,F,F,F,T,,N,N,,
692,0,3,F,F,T,F,F,F,T,,N,N,,
693,0,3,F,F,T,F,T,F,F,,Y,N,,
694,0,3,F,F,T,F,F,F,T,,N,N,,
696,1,3,F,F,T,F,F,F,T,,N,N,,
697,14,3,F,F,T,F,F,F,T,,N,N,,
701,0,3,F,F,T,F,F,F,T,,N,N,,
702,0,3,F,F,T,F,T,F,F,,Y,N,,
703,3,3,F,F,T,F,F,T,F,,N,N,,
704,0,3,F,F,T,F,T,F,F,,Y,N,,
705,0,3,F,F,T,F,F,T,F,,N,N,,
706,78,3,F,F,T,F,T,F,F,,Y,N,,
708,3,3,F,F,T,F,F,T,F,,N,N,,
709,2,3,F,F,T,F,F,F,T,,N,N,,
710,0,3,F,F,T,F,T,F,F,,Y,N,,
711,1,3,F,F,T,F,F,F,T,,N,N,,
712,3,3,F,F,T,F,F,F,T,,N,N,,
714,1,3,F,F,T,F,F,F,T,,N,N,,
715,0,3,F,F,T,F,T,F,F,,Y,N,,
717,7,3,F,F,T,F,F,T,F,,N,N,,
718,1,3,F,F,T,F,F,T,F,,N,N,,
719,1,3,F,F,T,F,T,F,F,,Y,N,,
720,34,3,F,F,T,F,T,F,F,,Y,N,,
721,10,3,F,F,T,F,F,F,T,,N,N,,
722,1,3,F,F,T,F,F,F,T,,N,N,,
723,1,3,F,F,T,F,F,T,F,,N,N,,
724,53,3,F,F,T,F,T,F,F,,Y,N,,
725,3,3,F,F,T,F,F,F,T,,N,N,,
726,27,3,F,F,T,F,T,F,F,,Y,N,,
727,1,3,F,F,T,F,F,T,F,,N,N,,
729,3,3,F,F,T,F,F,F,T,,N,N,,
731,7,3,F,F,T,F,F,F,T,,N,N,,
732,5,3,F,F,T,F,F,T,F,,N,N,,
733,0,3,F,F,T,F,F,T,F,,N,N,,
734,1,3,F,F,T,F,F,F,T,,N,N,,
736,1,3,F,F,T,F,F,F,T,,N,N,,
740,2,3,F,F,T,F,F,F,T,,N,N,,
741,44,3,F,F,T,F,T,F,F,,Y,N,,
742,2,3,F,F,T,F,F,F,T,,N,N,,
743,0,3,F,F,T,F,F,F,T,,N,N,,
744,1,3,F,F,T,F,F,F,T,,N,N,,
745,7,3,F,F,T,F,T,F,F,,Y,N,,
746,1,3,F,F,T,F,F,F,T,,N,N,,
748,17,3,F,F,T,F,F,F,T,,N,N,,
749,3,3,F,F,T,F,F,F,T,,N,N,,
753,0,3,F,F,T,F,F,F,T,,N,N,,
755,1,3,F,F,T,F,F,F,T,,N,N,,
756,1,3,F,F,T,F,F,F,T,,N,N,,
757,2,3,F,F,T,F,F,F,T,,N,N,,
759,1,3,F,F,T,F,F,F,T,,N,N,,
760,1,3,F,F,T,F,F,F,T,,N,N,,
761,1,3,F,F,T,F,F,T,F,,N,N,,
762,1,3,F,F,T,F,F,F,T,,N,N,,
768,1,3,F,F,T,F,F,F,T,,N,N,,
769,5,3,F,F,T,F,F,F,T,,N,N,,
770,1,3,F,F,T,F,F,F,T,,N,N,,
771,8,3,F,F,T,F,F,F,T,,N,N,,
772,6,3,F,F,T,F,F,F,T,,N,N,,
773,0,3,F,F,T,F,F,F,T,,N,N,,
774,27,3,F,F,T,F,T,F,F,,Y,N,,
776,16,3,F,F,T,F,F,T,F,,N,N,,
777,9,3,F,F,T,F,F,F,T,,N,N,,
778,0,3,F,F,T,F,F,F,T,,N,N,,
779,1,3,F,F,T,F,F,F,T,,N,N,,
782,0,3,F,F,T,F,F,F,T,,N,N,,
783,0,3,F,F,T,F,F,F,T,,N,N,,
786,0,3,F,F,T,F,T,F,F,,Y,N,,
787,1,3,F,F,T,F,F,T,F,,N,N,,
788,0,3,F,F,T,F,F,F,T,,N,N,,
789,0,3,F,F,T,F,F,T,F,,N,N,,
790,0,3,F,F,T,F,F,F,T,,N,N,,
791,0,3,F,F,T,F,T,F,F,,Y,N,,
792,8,3,F,F,T,F,F,T,F,,N,N,,
793,12,3,F,F,T,F,T,F,F,,Y,N,,
794,2,3,F,F,T,F,F,T,F,,N,N,,
795,1,3,F,F,T,F,F,F,T,,N,N,,
796,0,3,F,F,T,F,F,F,T,,N,N,,
798,0,3,F,F,T,F,F,F,T,,N,N,,
799,3,3,F,F,T,F,F,F,T,,N,N,,
801,0,3,F,F,T,F,T,F,F,,Y,N,,
802,4,3,F,F,T,F,F,T,F,,N,N,,
803,2,3,F,F,T,F,F,T,F,,N,N,,
804,5,3,F,F,T,F,F,F,T,,N,N,,
805,1,3,F,F,T,F,F,F,T,,N,N,,
806,1,3,F,F,T,F,F,F,T,,N,N,,
809,0,3,F,F,T,F,F,F,T,,N,N,,
812,1,3,F,F,T,F,F,F,T,,N,N,,
813,0,3,F,F,T,F,F,F,T,,N,N,,
816,13,3,F,F,T,F,T,F,F,,Y,N,,
817,0,3,F,F,T,F,F,T,F,,N,N,,
818,122,3,F,F,T,F,T,F,F,,Y,N,,
819,52,3,F,F,T,F,T,F,F,,Y,N,,
820,0,3,F,F,T,F,F,F,T,,N,N,,
821,0,3,F,F,T,F,F,F,T,,N,N,,
822,7,3,F,F,T,F,T,F,F,,Y,N,,
823,0,3,F,F,T,F,F,F,T,,N,N,,
